Time (s),Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
0.0,3.1674031310897313,2.472439364645459e+16,-381540.36760029505,26490.360430135588,4245.218399810651,2831.747714341012,2151.2912443352066,-3985.4413337613346,2411.068310384523,4.9936109538466176e+17
0.07092597667485918,-7.94805264807555,-2.5489698221882612e+16,-695579.1751311433,45745.7846837578,2271.04769517925,-15425.647929221495,3179.4382110729275,32369.493615902302,37819.97952215448,-1.0785661334417076e+16
0.14185195334971837,-8.281546773955203,-5819184196321232.0,445909.15904034674,17253.483801470185,-23784.295790134933,-6289.744870900653,-5826.615158861156,13866.617361141256,-15744.293587854832,-1.7902156031428608e+17
0.21277793002457757,-4.569457649238091,2.2093282735489235e+17,408379.4191563277,-9986.366264307708,4009.385777002306,-3784.0437576181803,5326.73551898687,10884.438256057974,20220.55955204715,3.8420325199687123e+17
0.28370390669943674,12.57111786276033,3.379524676563232e+16,-565920.2431718507,66050.58582771262,-9958.701282232445,12986.00218972355,-2537.6184159151826,24771.117802357923,12274.798104210297,-1.866308911363629e+17
0.3546298833742959,-30.079125605383236,-1.7106627452661956e+16,-51676.0753124676,-12044.996883881424,-1916.7784722525776,19043.943423745197,6915.525879596862,5203.5165602119905,10202.263967556275,4.581457027384067e+17
0.42555586004915513,21.674298889312947,-1.6936283020243896e+16,-153320.99138070762,5332.032673194004,10800.55629902016,6668.717098478379,1614.0876383156783,4017.4749138702423,16432.11885120608,1.982364182233933e+17
0.4964818367240143,15.199599125249184,-4.938699476323316e+16,160929.3494634047,20297.25669839633,6848.478184964039,724.6844173797558,515.5436023851232,3962.875978862977,11326.89776621214,-1.757740691440312e+16
0.5674078133988735,4.747436834601168,1.0544311455843924e+16,704913.789836319,146510.125683361,8355.285980150933,-5312.262400970672,5560.961925057371,3679.2169766039196,17595.464881812222,5.3884548994642477e+17
0.6383337900737327,10.057244072089151,-8.803789966051366e+16,995443.6654616263,-216635.78105273514,5961.791704543408,-3559.5813904887427,6991.786842543293,2142.464630296882,15096.043177383583,2.3839232344419997e+17
0.7092597667485918,-5.307789602778168,-2.495823328611071e+16,544178.7709107943,31665.25206432268,3920.612887133824,547.861893939481,4570.206818422506,2643.125617762037,11133.945323318367,9.397089066548024e+17
0.780185743423451,9.456117189427669,-1164157018459024.0,471044.31862755277,36643.661903443775,5393.0072933599295,3171.4241511854275,5087.110700036064,22004.07973817033,32484.197731566324,2.867254957571537e+17
0.8511117200983103,-13.52351775952852,1.9643606392013864e+16,97415.86007333864,88089.56201889901,2981.6936626599872,19825.090688021086,5761.885175188277,15572.068735540028,24315.64757338829,-1.468619818979998e+17
0.9220376967731694,38.67254999318308,9.39379271331929e+16,-49313.9101646716,23785.686360756994,2441.7400076899607,17788.702708551846,-930.1739587871252,15600.129099568629,17111.695148471463,3.824814871849435e+17
0.9929636734480286,20.122181612739546,-6.648835309265262e+16,-4949.174382752506,106096.06774389584,16575.711860247655,21463.0333846207,9350.14119585993,10581.341557350224,36507.19461345781,-2.457176977852573e+17
1.0638896501228878,2.6344281532814247,6.801832002725614e+16,511059.37359236914,44231.08465794176,3161.3315262607466,8440.862366449172,7121.352041441032,31340.727491597245,41623.41105929902,1.95082099762523e+17
1.134815626797747,8.346888889198954,3.9368105112097784e+16,852159.3539545117,161036.48557148234,-9288.411553871141,24615.135426176697,3524.153083895943,13221.902422566049,7457.64395259085,-5.534696027544928e+16
1.205741603472606,-3.598557252251309,1.4597676221271392e+17,1931.0777705962537,9257.270715273902,6395.219806826328,942.8515165908339,6863.156370732564,9745.451233663,23003.82741122189,5.134640040552503e+17
1.2766675801474654,5.226949591484498,1.724276276424322e+17,154564.46999280405,126993.04114458061,12392.46076052402,2870.8395045104617,1481.0794782046,30910.11032843874,44783.65056716736,6.105258761126467e+17
1.3475935568223245,-1.1777991578522666,1.1543970959300262e+17,-146532.63710420282,8394.553135415292,23938.42168826539,3989.3066323951834,2177.499842734581,-10802.428826881554,15313.492704118416,-4.186340788707373e+17
1.4185195334971836,12.889458819894555,7.984686426248125e+16,-603740.8670816489,66753.94422935059,9407.88720098947,-8454.465373729436,3572.36628706824,13129.610577291844,26109.864065349553,4.5246376303285965e+17
1.489445510172043,51.97322821481774,1.460390350137541e+17,249994.74194631743,30766.809279739784,34845.8108638429,4006.573867074815,2500.826550085944,-16886.572055900913,20460.065358027925,6.00135216412577e+17
1.560371486846902,-27.20598829092115,2.7381179070388717e+17,876765.5125107279,208309.30244489093,-3503.3904510169104,9766.872746830459,4730.141050724043,13063.154116176309,14289.904715883442,2.891752855568978e+17
1.6312974635217612,10.659582714854121,2.4077600933931082e+17,85971.86060755409,113932.88529086644,-1197.7213902715575,5230.390871146642,7153.758512709752,-11555.016938829856,-5598.979816391662,3.2323406398901376e+16
1.7022234401966205,26.71527944685392,1.639003889403816e+17,255142.31061719506,116526.32759441227,9079.592813759962,2806.033958240818,5530.815147396336,28573.67040264579,43184.07836380209,4.573940881812196e+17
1.7731494168714796,-6.866168593902824,1.160785750089832e+17,552676.5582587596,95853.52444165343,16831.09213455136,14205.034437132941,6587.885365052207,9803.688151707553,33222.66565131112,3.186043408766732e+17
1.8440753935463388,-5.557871320196725,1.3237633320410371e+17,511144.3914258432,177868.04548568648,8827.820240026991,16143.443900996128,9724.990453370086,28172.582079802894,46725.39277319997,4.395452484235318e+17
1.9150013702211979,28.88489243561629,8.289323227827926e+16,875784.4005531723,85758.08546637147,21962.104028439833,5806.2325028986215,11945.923549179828,14322.4904943714,48230.51807199106,1.103050435378066e+17
1.9859273468960572,10.689526542545567,8.943953557156006e+16,-32117.621951616253,68678.94795299094,10173.867836686608,7826.621460319644,1264.9093616674418,14338.651752554557,25777.42895090861,1.9787448842193213e+17
2.0568533235709165,28.653837820879254,3.496525676908439e+17,-166189.50403207517,93557.4334570758,19074.006909821786,15230.682844241603,5238.907620182251,45855.88725408717,70168.8017840912,7.119246700084344e+17
2.1277793002457757,24.554280575882622,1.5432454695146096e+17,-48068.96832577663,156417.9176176715,5977.698221315794,23857.25976665237,886.1284872506258,4287.489719075529,11151.316427641948,2.6666285043330512e+17
2.1987052769206348,45.629842220512835,1.3764246450517378e+17,-74464.56238003494,87007.37669455516,20700.03088185558,34808.00995370861,11849.82867046127,13610.434628663961,46160.29418098081,8.513761136779346e+17
2.269631253595494,19.638026459297656,5.633268801077331e+16,1021657.2757554397,100663.72087455222,15687.01064482479,10946.105702095447,6760.773781856609,16870.892272341924,39318.67669902332,8.752304655938413e+16
2.340557230270353,23.72538089164443,1.5907234334569354e+17,722435.5928888913,116393.45177971327,24057.829124748336,21698.453223588454,11826.057147949483,16757.58724748711,52641.473520184925,6.439516477231976e+17
2.411483206945212,27.90727826103277,2.3316080152462445e+17,766099.3924929848,116164.22118910952,22170.92798932655,5214.503774320501,9376.902763397833,30808.680454259367,62356.51120698375,6.290606034423648e+17
2.4824091836200712,34.810154485093186,6.848866876878205e+16,575866.4583203106,70395.4868801148,10582.560647649903,-9204.148690005506,17213.46146621932,-1842.7091331184456,25953.31298075078,6.352645148474314e+17
2.553335160294931,46.816018163283985,1.970654855392208e+17,792754.1449307685,108112.96492547015,15823.79218046486,25370.14655598358,8506.321529155974,9918.516367051134,34248.630076671965,2.957908731100895e+17
2.62426113696979,41.36131805128964,1.733655967494716e+17,369300.88532084745,215264.7065006512,39160.74285024869,21726.884193388254,11214.50972637324,31023.082694364806,81398.33527098673,-8797715556790272.0
2.695187113644649,46.71805371699037,2.705243561582964e+17,1164943.5541400244,143848.69366199305,33807.34090860292,7744.261588058892,6903.953502880513,31525.10600239079,72236.40041387422,5.963823436111877e+17
2.766113090319508,22.92018589891303,8.654126711442677e+16,546553.6491272235,117721.28234579742,8538.605285407979,27686.25068020248,8054.344720097509,27741.298609096128,44334.248614601616,3.683783323397858e+17
2.8370390669943673,41.304807584439,1.8134824232030323e+17,328803.2194993227,164438.69871144948,-1867.4310373511653,30102.737343224944,12353.772940066858,16115.64342529975,26601.985328015442,5.436011426928406e+17
2.9079650436692264,-1.8790818305148633,1.862486626970413e+17,1365923.914858466,129852.99782466724,16697.30232074645,16292.552088870683,5509.615103866237,27111.319482146493,49318.23690675918,5.966183704597748e+17
2.978891020344086,37.53119892234531,1.9745713331971987e+17,1219721.8841689217,158523.56558029834,19383.92941147277,3335.638565094605,9854.268831610405,51209.38066730859,80447.57891039176,3.225903206874368e+16
3.049816997018945,2.987024701529375,3.1694830595255955e+17,1008262.929807454,270916.9329198659,28486.25021094861,25947.08259545974,7372.196999854597,20637.880244206237,56496.32745500944,6.163229383594061e+17
3.120742973693804,37.44693172748846,2.650795939735236e+17,606231.8264631787,45453.99550499076,31739.11165921864,15683.565793324273,15434.773527554931,33061.92851546419,80235.81370223776,5.118802426381609e+17
3.1916689503686633,32.171674085459,9.79482456426636e+16,926883.090907407,-21515.16702720258,13407.349747589738,26467.791623560253,9410.103889796212,36126.62346721566,58944.07710460161,8.814196368771725e+17
3.2625949270435224,28.0545363924165,2.289632159734082e+17,698360.2014431596,136177.92118127583,19249.277200817287,30684.137940842244,9287.80573614097,29901.50839524206,58438.59133220032,8.522945073876084e+17
3.3335209037183815,26.122499223422103,3.311144990471669e+17,1334740.7714328545,47731.44641401387,20403.62077229367,15204.630210645057,15768.745235119346,44175.652548254715,80348.01855566773,7.708611774384915e+17
3.404446880393241,17.515602420095018,2.3089720966278246e+17,1670792.9068341763,173271.08929313923,6825.579840158887,19561.59134441569,21927.85854592208,36083.75009042065,64837.188476501615,2.8361209918629664e+17
3.4753728570681,42.09294181620629,1.715940870746991e+17,387039.8011101511,250147.56968670545,30756.139978399377,30958.388731235984,15069.511132818077,35925.532675921066,81751.18378713852,6.693080589677905e+17
3.5462988337429593,49.749817249302396,2.680196201513263e+17,616280.760000659,150070.76472256487,15353.407551539429,15562.752805060034,13403.067244215557,41221.853959431384,69978.32875518638,5.94775460327345e+17
3.6172248104178184,51.827789127503735,2.063492622437899e+17,898369.8043049331,151050.47567986356,28905.451611976197,17264.78362018428,10358.647760108073,30989.177859531803,70253.27723161607,1.110716234929897e+18
3.6881507870926775,34.72155303118267,2.32917935723892e+17,856801.7828060724,263129.3806056728,26136.04169795935,36647.40555040969,18373.66017050718,25572.04375482771,70081.74562329423,7.91309930025999e+17
3.7590767637675366,26.220713677540566,3.814263358446183e+17,889967.2068396626,94160.59421546782,26525.257024288756,26588.19988882937,9558.699945398486,33999.09158811813,70083.04855780538,1.1882003007452524e+18
3.8300027404423957,57.99261306253112,1.1246271330405754e+17,961771.6274115125,224962.0373066023,6464.854025427681,25499.142060371007,16899.51408307861,43243.04806349055,66607.41617199684,2.444607468928411e+17
3.9009287171172553,60.537683233694025,3.2975441695424403e+17,1283040.9310555956,194697.9935114315,35482.97578870274,11043.379927178694,20731.031809366687,39734.25517738036,95948.26277544978,8.434815167306808e+17
3.9718546937921144,7.4291176702824515,4.618151330295639e+17,2271209.868646375,204540.2300636457,41940.9744343519,20224.99311942445,15147.305199234206,47789.12924400731,104877.4088775934,1.0683624402506962e+18
4.042780670466973,19.775757405264162,3.263602493278923e+17,1266195.9204998612,126248.50014459767,24506.892908865168,21855.409675774452,21995.817431627176,26236.46534787219,72739.17568836453,9.909395226223212e+17
4.113706647141833,49.690456543480586,1.2660742499624842e+17,1732774.539813219,143893.2716195698,11484.781732638718,20815.253429898064,16271.926171087596,52602.68204605318,80359.38994977949,6.530408525371124e+17
4.184632623816692,40.381329848473776,2.2377362786826106e+17,1829465.747913111,181550.9157324661,27804.96901413153,14367.520195725974,20691.940406386042,25910.610461972283,74407.51988248985,1.4082589822658056e+18
