Time (s),Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
0.0,6.570418948569173,4458723473136460.5,-255091.05556166856,-19424.48454560585,-5475.143295121449,8947.32117136865,14296.457921260506,5685.414210768439,14506.728836907496,-4.1866278124388435e+17
0.06242058270044829,-2.662860875300383,-1.7884327487060092e+16,28495.28437752458,11081.88516631395,-12012.890240425848,-4256.801273518768,-2011.0375036761743,-10986.409548308611,-25010.337292410633,1.5810806754150698e+17
0.12484116540089658,17.483761964988844,9.687880821683637e+16,-692811.0185188218,57920.08695202855,5036.851360748554,-8174.273818068499,-1367.2356363057565,-938.7146590304844,2730.901065412313,-2.6695574826343066e+17
0.18726174810134488,-6.914898495605853,-7.858499752568134e+16,-18043.382774199155,-8016.970616327468,3627.354217009863,26523.012055199488,5394.503217559775,-11756.308909113735,-2734.451474544097,3.639052685490619e+17
0.24968233080179317,-12.126039068135134,-9.8965156416316e+16,307755.88400276145,-53667.736727859025,-145.85406341027237,-12745.999722422242,6196.696127185878,132.68873194976823,6183.5307957253735,1.385988985495202e+17
0.31210291350224145,-3.103508317121263,-1.4342162237421816e+16,165321.98639820568,-8019.563001830731,1543.5804079810523,5817.752802175957,2784.854933472914,-3576.151355733307,752.2839857206595,5.117020048474802e+16
0.37452349620268977,-1.167243129292693,1.6847999696944826e+17,644758.4332191006,36416.05797749634,12352.66452036382,30125.759373279943,2434.4995782702895,8593.193310001916,23380.357408636024,1.440702885862785e+17
0.436944078903138,9.996686975893951,1.1805265224596746e+17,128866.0731686266,-8018.244099083458,3198.870337237456,-2687.7539774898178,776.2831607746034,-8199.766605723209,-4224.6131077111495,9.736476562131141e+17
0.49936466160358634,12.418165168465096,-9200609539592472.0,778639.4425654662,25286.772479150364,7168.854432738991,5590.591019811761,6186.8570974497925,7677.674974901129,21033.38650508991,-4.164463755134787e+17
0.5617852443040346,-1.918189559401414,6.26759672762109e+16,461272.81613047735,33908.885802272605,-1477.3674168851003,26347.461507569427,-588.4392842653879,-5310.5811691243625,-7376.387870274851,5.060230734637787e+17
0.6242058270044829,12.693109054598725,-6.917717513596075e+16,103316.30629678062,10063.322717197956,13009.21612861815,-4350.795435456885,17442.834086060386,-6503.322739352413,23948.727475326123,5724365069209696.0
0.6866264097049312,-1.0984415780532952,-1.2733132271449926e+17,636942.5434752929,61913.52974726351,5016.78782775052,35430.13801829122,2253.522331047964,3023.958440993153,10294.268599791638,-1.0467255133612038e+17
0.7490469924053795,-4.637402302484466,2.465980459119824e+17,775889.3650897846,70230.13836807795,13914.453549908256,-46632.68350990994,6537.869122633316,10123.903617616941,30576.226290158513,-2.3978946273816147e+17
0.8114675751058278,16.171642206433567,1.468780936387712e+16,90739.61101093556,78775.75220508056,-6518.302927780605,56650.7682689511,2840.95995379857,-5588.6856864408965,-9266.028660422931,7.050955377939732e+17
0.873888157806276,6.432118833984788,1.8701898634420365e+17,-281483.7176190381,-19488.126314297806,-6670.1817578761475,57287.5501737225,1751.7771310192225,4572.676474077091,-345.7281527798332,9.950696675847025e+17
0.9363087405067244,20.673070040746673,5.7917474011715976e+16,-157620.6117087684,-39746.167605017465,21425.73545742596,20012.935132132396,9150.872563770534,6906.203226819936,37482.81124801643,1.722145570583769e+18
0.9987293232071727,11.06816178147061,1.156641131220368e+16,-535661.8369391619,-42805.82093181672,13000.17164773945,5100.489148204964,-792.3606232809007,5071.760612889784,17279.571637348334,9.834322279001702e+17
1.061149905907621,8.024947987060775,2.7819313554529504e+17,238648.52365662393,83770.57161787152,6862.121890473112,21463.126480692787,7283.62386873592,195.99980908640646,14341.745568295439,9.817463161323907e+17
1.1235704886080693,15.300860994118937,5.24015141746192e+16,595545.2274579406,72215.85667304185,13213.628283291479,24473.22572612614,11798.593321886221,3262.7195696955087,28274.94117487321,1.4258027636824211e+17
1.1859910713085176,17.58058237207168,1.290841943341838e+17,129567.59711959685,58443.222054332175,25835.839482819858,47438.759494774116,10321.156587245765,9912.617484465762,46069.61355453139,5.870183919237418e+17
