Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,-4.7461881442510805,-1.4793690447922244e+16,499371.7922047774,9323.485127771912,-9193.979659331422,-104.30543037529885,-365.97398060244984,3806.045386475174,-5753.908253458698,0.0104641299445416
2,8.309848378424498,1.0092867283073644e+16,-246673.36328196348,-282.28335279937085,-12852.708864620865,-192.35032978390234,-452.0625303592822,4330.478529408564,-8974.292865571584,1.1890566602737e+16
3,0.9272412191989928,-5.997371701809809e+16,243542.0709985582,9347.88054589462,-4121.8870756531105,359.8559760643624,-237.0707952350096,-6233.768226700729,-10592.72609758885,2.3781133205474e+16
4,4.796422667736305,-896040708664433.0,159949.06753440076,-3554.1505422319046,4193.604705509976,-121.0095366850368,122.26358440752347,10693.771331438455,15009.639621355953,3.5671699808211e+16
5,-4.031365843578019,-2.2010497115430716e+16,-124514.26388792848,6648.395092513056,7829.97574116387,-174.65013285960094,-63.914517278954875,16638.6130443468,24404.674268231716,4.7562266410948e+16
6,-3.3832558201002683,-3.495770644338281e+16,156504.96247193977,689.2401723886856,10014.043273109099,293.8201778271066,-144.62318863960007,2746.589905797209,12616.009990266708,5.9452833013685e+16
7,-2.5442697207480878,-2.872516861543317e+16,641748.1173879668,9794.746020699722,3723.899574761671,494.26465754755833,133.98846568407058,-7224.3307878311825,-3366.442747385441,7.1343399616422e+16
8,5.7617494252576975,7.494357860633309e+16,-106023.28680591276,17643.486222587766,22771.239987554374,123.06350162127848,-469.69098353707557,12434.169028109423,34735.71803212672,8.3233966219159e+16
9,3.001299649534243,5.399671108826021e+16,218703.91369766972,11088.223212634624,11400.4021713574,298.3852155170956,244.75880130127553,3828.2675905466895,15473.428563205365,9.5124532821896e+16
10,2.6745367038404675,-3574666603576772.0,-518675.3677343363,15845.630752836754,-15375.509049031501,436.0783758463805,35.05253853641071,-5522.019445965426,-20862.475956460516,1.07015099424633e+17
11,-0.8251976649825226,3.3367878633100268e+16,3425.966738761461,-6653.298372664826,7208.642455429524,-119.58081122182534,-122.67291685355903,22987.52637091572,30073.49590949168,1.1890566602737e+17
12,1.607234242034096,4.362534932753899e+16,108982.11553333927,27152.477580406532,2634.11297024983,40.9892148949462,-207.05924530566722,6674.261621097501,9101.315346041665,1.30796232630107e+17
13,2.6750836634121407,3.711834841918467e+16,-175502.87708683804,27994.18228445996,23204.033765734064,-373.87561088413304,940.8664158766458,4034.0731824148515,28178.97336402556,1.42686799232844e+17
14,8.873119916399306,7.749432544700218e+16,212480.92072323413,4761.384207030752,7014.333049546569,-327.90016649887457,-231.4767743194954,-4189.417663797041,2593.4386114300323,1.54577365835581e+17
15,-3.5017235241233555,4.053982723820832e+16,302262.22300959926,277.6500145246355,10975.34802262274,-109.25215024821,620.3062627700659,10495.422819503718,22091.077104896525,1.66467932438318e+17
16,-0.26880645269956105,756431102567256.0,-366656.70457028743,19722.616216961113,13454.14643107237,-110.66020224896477,712.306203327721,-4598.792872590583,9567.659761809507,1.78358499041055e+17
17,8.098896753529523,-1605681572874368.0,497438.8442883449,7416.020373967609,15457.256372814296,224.22006362314832,90.36141835632793,2620.7262449664986,18168.34403613712,1.90249065643792e+17
18,1.7081965588101298,4.354084389879073e+16,566410.8218361156,-11816.040551398051,4744.958393870879,337.3505523851942,89.67183195115399,-9369.526222004159,-4534.895996182125,2.02139632246529e+17
19,6.985872512717092,2.14080238635211e+16,819017.7032709313,10586.242917240756,10251.221420950269,458.7084793323455,107.89202408403378,15898.817576778212,26257.931021812517,2.14030198849266e+17
20,2.6992449206477045,-4.217211593013574e+16,-648733.5465325868,18383.724805388305,-7292.798091774366,325.01894153826777,170.0212407684516,12920.553667196906,5797.776816190992,2.25920765452003e+17
21,12.088267931928439,2.544301838092852e+16,725766.0839947718,1924.738587235579,19881.374316209298,552.9177144667964,311.61217559587703,-268.06894935297896,19924.917542452196,2.3781133205474e+17
22,9.284850607534796,5.584332702141437e+16,700048.5263771602,6790.656399100955,10164.934181791865,431.8761406756631,467.6918684913899,16115.36088790818,26747.986938191436,2.49701898657477e+17
23,11.131143915591526,1.41876041208698e+16,892480.4647144875,5935.166955320798,10662.318573596664,257.3845533624751,397.1716602993373,12831.455498663621,23890.945732559623,2.61592465260214e+17
24,8.009823124099228,8.875293676366998e+16,625047.4933804454,22236.80237711442,28761.307902317658,-251.88858715755111,408.66310512121424,4131.809580631983,33301.780588070855,2.73483031862951e+17
25,10.208822581121336,1.577713525876701e+17,-74937.00596608903,14828.978438329597,16275.150223008099,-230.2456932035156,451.33580825649636,9664.991401373263,26391.477432637857,2.85373598465688e+17
26,1.860818102549862,3.512612278095958e+16,205580.60764860327,-3545.660253867376,1440.1105996599454,1421.5002275876082,1171.280670723837,13233.52457183834,15844.91584222212,2.97264165068425e+17
