Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,7.592505258044342,4.773529341299257e+16,-869026.1510133957,-5197.818663246615,6825.4699667289005,-1449.323142952469,-349.6742262434917,5012.43956481635,11488.235305301758,0.00675780641598752
2,-7.460887850341907,2.105849018124205e+16,-51935.56994210597,18881.460261281147,7645.068059963341,1698.9275735838562,-4689.896651641862,-4574.746605902988,-1619.57519758151,2416208377295755.5
3,7.888464170731653,4.305072044795251e+16,-117855.69425795338,-2815.454834901286,130.60010182426095,2611.6803985175156,-2545.7175821234655,3232.677154666046,817.5596743668416,4832416754591511.0
4,6.41282655805994,1.3765274917587654e+16,10943.127554687977,-25157.288437879815,13483.092213454207,-1732.3894991452364,809.0368758391527,2173.534690121108,16465.663779414466,7248625131887266.0
5,-9.823641823625637,3.941032652916701e+16,-145224.20872303745,-13825.304736703682,12089.318586066713,-6145.332256084046,4254.272941156079,3813.5372953876085,20157.1288226104,9664833509183022.0
6,23.634582664231203,1.5960402705165712e+16,-284582.32545026793,1448.4600604043953,-9597.122059786858,4495.473879414807,966.2407443098037,4040.2959271418285,-4590.585388335226,1.2081041886478778e+16
7,-11.504656163423448,-1.9167369619012344e+16,-154034.2573840977,912.3837484559444,29505.726091632274,1077.240790804363,-26.288679871937234,600.9888000272543,30080.42621178759,1.4497250263774532e+16
8,5.84589304663081,2.724940563221299e+16,-319102.09292357403,4908.594669445593,16622.443496799853,5160.664728585819,2170.388404162237,-3883.0436364039,14909.78826455819,1.6913458641070288e+16
9,5.94505482482192,2.9602312704913716e+16,-283712.570724408,8436.141076099615,4956.065385451177,2765.02389180942,819.569820563566,-459.6272545202812,5316.007951494461,1.9329667018366044e+16
10,-0.9372228914639464,2.7173564892280972e+16,4566.186925182847,31412.97417308506,-3221.6853822885287,1407.8577647348227,488.2757080506217,-2008.6582249659186,-4742.067899203826,2.17458753956618e+16
11,8.980814452175201,-1.1608431449808232e+16,-156099.44198661388,55580.47180767691,-2386.504525154576,4043.462076510426,3750.4461535317005,8640.517245511783,10004.458873888907,2.4162083772957556e+16
12,-1.646297001027464,4.0956382559182536e+16,423598.8391474779,54506.439056767194,-4556.809283429212,-3780.9065146024036,802.1914379785893,3297.568373243377,-457.04947220724534,2.657829215025331e+16
13,8.58208036274526,-1928790590364126.0,554210.3667320001,31211.450515136305,6030.90785900566,-828.0154762698253,1139.952012648995,-5744.926144838912,1425.9337268157433,2.8994500527549064e+16
14,1.7045417941714733,6223422571145504.0,113459.93488233679,-7575.323218711277,11963.343100838463,4582.259850760784,2538.4285797057696,3812.1797324706004,18313.95141301483,3.141070890484482e+16
15,17.110832543577267,-3.648017168510968e+16,295830.40436204197,28046.500420060074,8056.004752878125,6941.516679570168,-1608.9405232744064,10378.282693577366,16825.346923181085,3.3826917282140576e+16
16,6.363803479157209,3.989977904114999e+16,172308.86939256132,34851.590893533285,496.3406233568867,2335.013800876465,4676.296138154652,16368.776868489294,21541.413630000832,3.624312565943634e+16
17,9.897452460467495,-3014350404225540.0,241758.46022110467,7260.114598970691,-3112.3269632205993,883.6470233221789,-1494.1406891663682,4849.1238181929675,242.656165806,3.865933403673209e+16
18,16.578956193214395,2.603045882459184e+16,506486.47647078574,27839.610629578216,16997.83318174111,-6039.069466961559,3438.5573463956785,-1642.8282826236373,18793.56224551315,4.107554241402784e+16
19,21.281331569928028,4.082028924361398e+16,1205517.9763472085,17063.80963526997,34951.012794583665,1572.3954995389836,578.1924141186705,5857.16833761897,41386.37354632131,4.34917507913236e+16
20,13.705789988250103,2.0506089738415224e+16,553583.1970640299,7558.215173674598,-12509.596082172788,3815.858358728535,-1680.5919086156591,2277.9547183564746,-11912.233272431971,4.590795916861935e+16
21,16.60297259538925,-590404002335436.0,40125.6590722836,57732.52233195465,3239.193699841554,4370.60355375677,4203.692454855851,11251.885107960228,18694.771262657632,4.832416754591511e+16
22,-3.4852357739560134,4.083173294060493e+16,-258534.86574948335,16813.90823446758,13564.831873811854,-1357.20582158272,-421.122556762195,10063.144203171278,23206.85352022094,5.074037592321086e+16
23,-4.647489648868547,1.2251420594170712e+16,635711.3197433964,37998.35212598962,17346.571792650477,17761.746216189596,2300.678291510368,510.88248988444775,20158.132574045292,5.315658430050662e+16
24,2.5496398600017436,4.252962861499983e+16,438088.9735131078,19300.105571016586,18581.85207853205,241.1859724976939,-5650.890804294278,3338.517833952937,16269.47910819071,5.5572792677802376e+16
25,24.88065771953913,-9310966065144472.0,386132.12244438817,11910.292059264362,7359.85684669443,3633.2374814513823,909.458158829618,5095.545124564597,13364.860130088644,5.798900105509813e+16
26,-7.39857740213637,6.161011346013108e+16,503057.4897464148,24926.608099631732,-1127.245805182496,6732.898649640257,3604.2415537046654,3554.2422923062186,6031.238040828388,6.040520943239389e+16
