Time (s),Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
0.0,23.3127733762938,-7.31070807159662e+16,-256305.90471036432,105392.60422056633,20759.95270274535,74388.66736800261,-415.45136913512295,-2548.6018913707107,17795.89944223952,1.1903410104602941e+18
0.057521567735452875,16.735585589720156,-1.1695194381185856e+17,-435531.31838006055,-5163.026716669654,11358.361352529511,-102130.31727560621,-7565.581606423777,-13306.084108077775,-9513.304361972041,-3.22825934436608e+17
0.11504313547090575,-10.255846731529369,9.207041042053744e+16,-210115.3285438312,-42442.525573558625,25104.07384454457,-25288.33214987399,-2919.9676338848826,-7299.900746282328,14884.20546437736,4.502490702863128e+16
0.17256470320635864,2.45476804523567,-5.223999658156776e+16,-207596.92306295084,-43149.63049527922,-4466.727526962828,-21513.21676168546,3153.2720750692674,3654.7521997281046,2341.2967478345436,8.826935338462593e+17
0.2300862709418115,5.709204389473829,-6.314729416190161e+16,-356399.20081218303,84348.33479364542,2697.046375291724,99855.72637905131,-1944.4549965872181,6522.874139442024,7275.46551814653,7.873237589964534e+17
0.28760783867726436,5.264367619884326,-9.867629842464592e+16,226076.35311557638,-129097.27648996873,-8878.254142634692,67799.91311383247,-1181.6599670798491,-8642.704311173764,-18702.618420888306,2.1582452928444928e+18
0.3451294064127173,17.894648117105504,8.784106869842678e+16,-771464.2494627842,14965.31547955327,23364.95514335693,68296.33115447505,-4019.620583375412,-4951.983749779985,14393.350810201531,1.3696359783154936e+18
0.40265097414817014,-1.229158225550317,876628974538968.0,90032.94434174104,-44707.24393188972,2823.68820496536,-72008.86052526324,4633.814466303586,1365.1221576986159,8822.624828967562,-2.0105057405622748e+18
0.460172541883623,-0.8212800623725576,-5.8625294546836e+16,-14608.295235151803,202422.6353319054,12380.939590396381,-636.0800920854126,119.93477179158776,3555.3876602522005,16056.262022440169,2.3343937056965765e+18
0.5176941096190759,2.344628062555799,8.469105732243192e+16,346175.04594652914,39541.462637568286,2759.0462972071145,84931.50940952537,9449.994647828276,27028.335235774284,39237.376180809675,3.4887857743107904e+17
0.5752156773545287,-1.1079333437888046,-3.5747743231841984e+16,-25492.669276402536,89073.81401279168,7687.6763535404125,1175.6469318300988,-624.6738717626622,13927.538029335354,20990.540511113104,6.542664412703351e+17
0.6327372450899816,2.6516127578808817,2.658139208074665e+16,139816.62996281718,66561.76414488831,10704.301262756457,4466.331542740572,-3768.9424823226977,11176.149048793592,18111.50782922735,1.939946830094461e+18
0.6902588128254346,9.151845041337895,1.7679111344060054e+17,229414.90864239004,-63773.60144943413,11237.693683638128,-93622.31924477534,9491.849544887324,6395.462101364186,27125.00532988964,-1.6223066857603036e+18
0.7477803805608874,15.824328285778455,8.52687481090808e+16,340049.38053233357,98070.09156907265,11129.706162916202,61763.38468762391,421.66970864526684,18664.35429933475,30215.73017089622,1.6410489510017613e+18
0.8053019482963403,21.973485960472622,1.0209133078962363e+17,438159.0480314977,74422.04604607783,8646.386117122918,118532.50751585847,2890.5456050549205,1298.769098958188,12835.700821136026,2.89763606814821e+17
0.8628235160317931,28.739705146333524,-6626570112005504.0,830285.1669151224,179440.81344372433,25500.788488899518,-5188.32390328317,5724.916676976767,5567.549407243667,36793.25457311995,1.257966288887339e+18
0.920345083767246,16.17348037908631,1.709346706997959e+17,977460.5703867537,-50330.03966585465,-1365.3013430531082,153918.33779035977,3171.958280148785,10938.553555856939,12745.210492952616,-2.674453506009472e+17
0.9778666515026989,34.49188519243667,-1.7237281836329472e+16,459868.1407312548,45190.34693194847,14089.481414693704,77567.62863369021,4270.311463019955,7857.967414795415,26217.760292509076,1.0505388767849644e+18
1.0353882192381518,7.40218796166522,1.3132264821554838e+17,852740.5121020973,110890.69216550756,21544.359788070455,16265.930110612557,4945.096522175311,4874.976770133993,31364.43308037976,7.187586175444086e+17
1.0929097869736046,3.932508351463593,1.7761583440841222e+17,721474.1271291118,79976.382063249,18338.21661793218,70296.67610092678,11790.325883311354,2652.36785600817,32780.910357251705,3.433907748339457e+18
1.1504313547090574,17.828579417469697,1.595980189103864e+16,1191092.3770789215,50762.069936947795,32340.400340517932,89422.24734390987,5426.015019957171,5305.288113254006,43071.70347372911,5.995268925468042e+17
1.2079529224445105,21.33629993974622,4.983143430202206e+16,182943.0483904619,-17345.704350880318,27112.185068643892,48045.35354770411,8063.336433574131,2330.303357754585,37505.82485997261,-1.3582931646592855e+18
1.2654744901799633,15.169503505880705,5.885277107965315e+16,360305.21363675594,53406.12363706511,-8838.695878012668,123790.88130394384,14149.635341345049,-1022.6254440714692,4288.314019260912,1.242315513149529e+18
1.322996057915416,35.20516110449881,8.944145542435229e+16,1064779.8460261447,123476.18664207173,10540.079496681145,32257.672878990983,6613.717949741134,7232.609765792571,24386.40721221485,1.66037989127988e+18
1.380517625650869,33.55635020142264,-4.068296559123662e+16,865676.4736250788,32185.827910011933,9770.625866400977,223462.8201757663,994.8790999587227,1047.6612124318917,11813.166178791591,3.2330675052326733e+18
1.438039193386322,21.53798817846397,4.051800437070085e+16,447122.7661812143,164015.16946874297,23534.420668638475,134420.76906460192,6859.874557240515,9313.001573509797,39707.29679938879,3.5548281619087416e+18
1.4955607611217747,25.715278805128257,4.579290174440054e+16,141177.41057209362,142577.88873271254,35307.08293798023,106174.72904574769,9190.861224363249,16500.286472051812,60998.230634395295,7.015273282633267e+16
