Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,0.4659457960564522,2.9771275369709416e+16,-295547.10758843564,3544.096508063971,319.89590394486936,825.0178094005498,691.3670081214093,-4022.948742388925,-3011.6858303226463,-0.0039137616370615675
2,3.019957552320542,-1.8711475305915452e+16,-38785.558312561734,-1128.8720033797808,-52.09823860854373,327.27858643222396,829.9952426385562,1516.436862509866,2294.3338665398783,3.044165748295243e+16
3,2.779250108411037,-705032081316263.0,84487.9093847452,-3530.898460354654,-122.21978594647815,996.3652268916904,1532.950206704801,-3553.181764527052,-2142.451343768729,6.088331496590486e+16
4,-0.5845516492687677,3.094764599029485e+16,381807.86858256906,1420.6394888803463,-539.5892183457747,134.39702246689777,1072.0927393587508,-492.92215487505405,39.58136613792203,9.13249724488573e+16
5,-3.333904906813637,1813226951469203.5,-383071.35941608076,-4861.964009185548,1273.8551493352495,637.3957400412359,-924.1839689108186,10470.620114287965,10820.291294712397,1.2176662993180973e+17
6,4.934182810368661,6.4542688377236616e+16,44189.105362403425,3656.175196832178,1197.3418494339862,-268.453164612136,-4042.8023186295586,-2391.896273676184,-5237.356742871756,1.5220828741476218e+17
7,2.569843693803875,5.505796130095668e+16,-23512.674939612072,-134.23272890231215,-479.60773203418705,1135.7967435605376,1366.8191895840214,-2821.5744864090602,-1934.3630288592258,1.826499448977146e+17
8,1.8919067808399397,5500256458461317.0,142923.33453327007,-4748.424832676382,343.2539234161053,163.89686156938296,295.86314750451527,-7182.25365251499,-6543.13658159437,2.13091602380667e+17
9,2.958700471183398,-8478117273556242.0,245036.90539048275,2443.9817891271878,319.7350125172559,945.1689799405988,45.02613687963867,437.3824587229826,802.1436081198772,2.4353325986361946e+17
10,0.15650417597757627,-2.3130980742764704e+16,64242.79089506696,1203.2749173838463,-341.17259614858574,-251.35352961525263,1206.8400517799023,5296.260030234437,6161.9274858657545,2.739749173465719e+17
11,1.204510248027762,2.2132856906098576e+16,-212296.14502448376,1072.3006509774332,848.3686824299555,117.70131680184278,-4002.777671103977,-499.19017323038224,-3653.5991619044034,3.0441657482952435e+17
12,0.5977411545149168,-1.128743545933068e+16,-146270.55964360305,-401.42630920830334,632.9783473683733,-191.76405419069295,1853.8520005648916,536.2773677980019,3023.107715731267,3.3485823231247674e+17
