Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,4.258110337363872,-2.1119851552622692e+16,40636.600676766946,-1603.603431105281,5424.515256920437,-686.4730922479339,-2592.743082880381,-8023.382885853216,-5191.6107118131595,-0.06362273715544724
2,1.606428337693247,2.1836874665379216e+16,6560.429501428099,34777.90508912553,914.4960503354029,-1935.8290844588141,-101.49113989951329,-5253.377753341745,-4440.372842905856,1.1970748263187403e+17
3,9.201277584753118,4.0252028949661864e+16,-48.655879870411354,-36636.70436749108,5468.630443950835,73.51591792337717,4106.8470165189,5223.64528664221,14799.122747111946,2.3941496526374806e+17
4,-3.263127969744567,5.780853032723804e+16,19004.948167341827,-9182.06761040882,2157.9517475818916,15.290342468819802,-1965.3386642061243,-6370.888305271183,-6178.275221895416,3.591224478956221e+17
5,2.4095556889633833,1.2800896706250987e+17,19513.663642911004,27201.821132207173,512.1273398347791,2718.1705199710996,-1922.200279771152,-1321.2295586057744,-2731.302498542147,4.788299305274961e+17
6,7.635166222444725,8.059240266634216e+16,2709.356773393325,29792.41573488202,-4345.921989680626,1454.3050654210251,3950.655172444223,10030.65257398461,9635.385756748206,5.985374131593701e+17
7,-11.423738889152112,3958076029954216.0,8061.897439232094,16178.514866948863,3906.557211828829,774.7504459304093,-2417.1083112561896,-1281.6737863875614,207.7751141850781,7.182448957912442e+17
8,-10.570272410307318,8.637164540023722e+16,16215.334765966567,3570.9961979990485,601.4096723984519,-1256.6030394204618,-741.6259317991619,6727.700528800747,6587.484269400037,8.379523784231182e+17
9,4.0635972713204405,3.789042178094922e+16,46683.97522802733,3941.016346748266,2128.496530561205,-350.2090593758296,1228.4421372179836,3730.9900419367164,7087.928709715905,9.576598610549923e+17
10,-2.1483617048858035,4.428412690021302e+16,-42116.83563428536,-9190.9051986645,339.66345725471547,-1217.7338396582397,745.0699510657516,2113.8414565129256,3198.574864833393,1.0773673436868663e+18
11,12.153334066515399,6.5697533143569464e+16,64608.86531637647,22670.983702170164,-1853.2234984482798,-497.9925004037118,3634.685117170739,-3516.5157691085997,-1735.0541503861405,1.1970748263187402e+18
12,4.555953728130515,5.961013191029094e+16,23911.14648714591,-9071.813712623596,2950.6621695950503,911.4543068183257,2686.511904316535,4214.7554989907585,9851.929572902343,1.3167823089506143e+18
13,14.623234755293474,1.7945884872958483e+17,44902.50260690662,13489.742750501757,10014.444127805915,1599.747772142336,4340.919196494884,2823.888863332185,17179.252187632985,1.4364897915824883e+18
14,-3.8615647895217755,9.60107725967009e+16,46527.08426919555,16729.943522841862,4619.563575957092,859.1252402045927,2369.046639121021,14630.307698579174,21618.917913657286,1.5561972742143624e+18
15,12.693048406588852,8.057213861850045e+16,10210.311723416922,21306.63266642383,5897.636493441237,3176.776373446124,6349.765532638603,15046.135851665278,27293.53787774512,1.6759047568462364e+18
16,14.853271594526891,6.7523327947355416e+16,49246.58142981984,29055.140189146085,221.47939253061122,2554.2442337944067,329.70581431156006,6707.22633023419,7258.411537076361,1.7956122394781105e+18
17,15.863459265014995,1.7168554766843008e+16,30919.2497709738,22702.746036880395,-735.520440178761,-248.28309929851093,1653.4801529597717,1303.5884640719487,2221.5481768529594,1.9153197221099845e+18
18,15.67485080017721,1.814986306486132e+16,52242.77463129285,14824.770526007936,2722.200076084713,3845.262107471928,3661.8043801338254,525.7743348445147,6909.778791063053,2.0350272047418586e+18
19,15.8654108657383,-9.309329100062104e+16,23924.19745917965,29465.846619164353,4136.29286500553,2690.9921591112166,1654.3895024394665,6379.751968576285,12170.43433602128,2.1547346873737326e+18
20,8.563307525718734,1.1628827512266664e+16,43089.91257769174,50066.25624952525,3841.555482292606,2754.7955043157262,2823.3124341530606,4841.154769282773,11506.02268572844,2.2744421700056067e+18
21,-8.00453386451688,6.209321797424833e+16,21789.30261804093,1505.250798304034,766.6824645657084,2884.2198554628685,4260.549400664324,12695.975225479508,17723.207090709537,2.3941496526374804e+18
22,19.33034530223315,4.5585610293531224e+16,41545.201380728955,19605.336729003437,2139.087750466155,1467.6293218637222,9234.046940030257,15225.514202734616,26598.648893231028,2.5138571352693545e+18
23,-1.3124197569473957,1.4030106043254205e+17,11121.08866896818,4291.353159959115,9795.443720064424,4163.063169193138,4507.689102207038,-3783.8256801043335,10519.307142167128,2.6335646179012285e+18
24,23.45673794904914,7.255236369644197e+16,40719.46445902453,26024.01990670099,3193.5902182152195,1773.5659891756154,4705.252170076568,16403.67861217563,24302.52100046742,2.7532721005331026e+18
25,17.37566674132664,1.5059752734153933e+17,52651.68730182343,23089.007046408147,11061.579097219912,2965.4570830598523,3375.7805353264876,30890.681907621438,45328.04154016783,2.8729795831649766e+18
26,18.76307393934785,1.0867207765956925e+17,33147.00180630392,18990.148081736705,5515.435107331046,3751.0273609476367,3485.440021842415,15614.040113562667,24614.91524273613,2.9926870657968507e+18
27,11.02472304679592,1.0133267324949805e+17,40148.35730368404,37143.252785906065,1424.1719579910396,6373.35969366891,7544.007835543719,13471.621918956009,22439.801712490767,3.1123945484287247e+18
28,12.106187455082242,2.4991351725473213e+17,9846.307560195375,26239.51626216659,7438.490554496825,3346.7398695767984,2678.224051060216,27643.507358937226,37760.22196449427,3.232102031060599e+18
29,21.77100729935586,1.82270552806075e+17,42164.14364062935,21660.58408452042,3495.7242240941064,2266.2431806680142,3860.9389464669694,3155.097920204229,10511.761090765305,3.351809513692473e+18
30,36.72670966598586,1.991262319014235e+17,23959.906289989016,28345.013420661016,11131.845806454854,229.30572061452585,8191.496822389191,24665.65501031586,43988.997639159905,3.471516996324347e+18
