Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,-8.23703082260581,84517740751621.34,-406383.19051928644,-3188.0477962800924,2959.435230073992,-806.7072467338949,-1194.8481136501962,-2148.9195901605153,-384.3324737367193,-0.23059376684883126
2,14.105119341695653,196744304337357.3,45277.39843668476,1807.472794457548,14587.271299521282,476.6710353586721,-537.4598452809995,-1352.0209355455713,12697.790518694712,6.379304880717562e+16
3,-6.174493559580628,411660940629117.7,175874.65871045017,975.3389219437528,-8591.639832612367,4465.5313713001,-1151.935676078456,2774.494396729471,-6969.081111961352,1.2758609761435123e+17
4,-15.82510554615951,353094747834023.6,-229136.8297539326,-4477.749950145,4235.96783515296,-4156.51210843638,1455.542583263635,-319.08929527497673,5372.421123141618,1.9137914642152685e+17
5,-0.991211150328932,285492484187787.6,-162979.7409825144,125.07619739972336,5324.963956031908,-2748.266098815533,1022.2844945016534,3143.077789154704,9490.326239688266,2.5517219522870246e+17
6,5.953504965908114,-387898722496191.7,197122.0359741427,6411.710695545995,4864.109549222334,2908.412985743544,-972.8339364241613,1305.6085392911555,5196.884152089328,3.189652440358781e+17
7,-9.248918437772176,138675864700119.34,-24059.080663498753,4838.241631015106,-3289.572122637212,-3377.4161936267924,1239.7182470962257,-2655.078556943022,-4704.932432484008,3.827582928430537e+17
8,5.418187815771263,-223255400416771.5,-160444.81444317976,6287.7660705065755,-4612.628304003523,1051.251574716132,268.0042057474098,-1103.4944616710382,-5448.118559927152,4.465513416502293e+17
9,8.99233832013333,29220622920913.266,600694.7042937537,-833.4533861595911,-2013.5608265067133,1014.7873664320928,373.4645794093775,7309.0363683188525,5668.940121221517,5.103443904574049e+17
10,19.97154955976925,-89364237407151.42,79379.0493529821,212.76461980118995,118.39225695024311,-599.0842451242099,1202.7810353973337,-4113.893965213589,-2792.720672866012,5.7413743926458054e+17
11,1.0759218547804292,52831328800367.61,337378.2132941792,5672.975717244726,-2377.6811297969953,895.3503530007054,227.08450984685186,2618.69922908643,468.10260913628645,6.379304880717562e+17
