Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,2.8467349875791195,1.5770950779369772e+16,48856.3028836953,-17502.864358433224,910.196371275918,3512.3931043727125,-3389.022742207065,1675.9300780944523,-802.896292836695,0.083658085438233
2,2.568921930389973,-1589637925453842.0,-156771.99142602133,12652.430221195253,-327.83226406450956,-4697.339621974247,1129.9817530157397,5533.320050105806,6335.469539057037,1.823321976222463e+16
3,-2.5430438506471114,-4.3257763944655896e+16,-44016.21104251241,5415.571442984957,2188.296741460612,7434.263418614257,-2602.1706065323538,-3093.5509513451443,-3507.4248164168857,3.646643952444926e+16
4,-0.7755399145191766,9.055370336240147e+16,193408.74939552584,-7323.606506396531,-1567.5134364802066,-262.64884985720096,-224.16170188012532,5348.863695749498,3557.1885573891664,5.4699659286673896e+16
5,-1.8858746538303477,5372317563381170.0,94429.38313902779,-17945.035239069104,-4403.019364348068,-5362.029809207935,121.32245387496613,-264.9192367369294,-4546.616147210031,7.293287904889853e+16
6,-1.3479186370689082,112752441369300.0,-227881.01780024692,22739.249852421406,1079.503095484687,-4267.269348939855,971.4642869773946,-1090.6246898835843,960.3426925784973,9.116609881112317e+16
7,-2.1649196739591425,-1.4259692039777288e+16,174176.14097762154,5699.139926431748,537.5554446535137,21071.78087195369,24.533558384164337,330.19668984299733,892.2856928806755,1.0939931857334779e+17
8,2.793367715780513,-2.153031540983571e+16,255705.11345985477,-8590.360342475138,-183.9026827477718,8977.40955140056,-1100.8983377968038,-1969.5285121591246,-3254.3295327037004,1.2763253833557242e+17
9,-0.8250125898260857,-1.4626409419110464e+16,-242148.557146038,14611.188756285255,1343.4207390068068,8171.98088182352,170.37154379263762,-5796.08163195321,-4282.289349153765,1.4586575809779706e+17
10,1.5166964095086264,7.104930594902449e+16,121608.77697885723,-10941.74640629558,4275.5155438348675,15503.246441398318,1284.6884669134054,5586.272720682016,11146.476731430288,1.640989778600217e+17
11,3.1416620091917027,-3.203168997493983e+16,49276.32933909991,880.0104081141135,-581.6611932528349,6919.486353735847,-176.43502450414337,-2740.719780157161,-3498.815997914139,1.8233219762224634e+17
12,0.9643329064342904,-1.7578739869512208e+16,286387.8085190749,18710.44524332398,2523.128621400315,2020.9405533426907,347.4910965426143,8877.522695689666,11748.142413632595,2.0056541738447094e+17
13,2.166447401123042,9.357862227117968e+16,500942.4029638963,-9881.547344687391,3752.3497239252206,16742.350162749382,717.9329076505155,7173.472323144249,11643.754954719985,2.1879863714669558e+17
14,1.8846102037443941,4.9078143573848264e+16,536582.0900328758,7418.068685976517,7430.742717433937,54.26522421383925,476.68043962987156,10206.018167862498,18113.44132492631,2.3703185690892022e+17
15,-1.4159845301821212,6.611929233612222e+16,-66428.36443802665,3511.3660901427356,771.4134254084963,1531.5418262119192,-1827.5134140059238,21676.45489855237,20620.354909954942,2.5526507667114483e+17
16,2.8696238181175655,2027543834413968.0,4841.445935667376,2818.5055862526156,768.0173400202384,7704.098436519644,-198.77667273889642,6625.408946711956,7194.649613993298,2.7349829643336947e+17
17,-1.4675487131411422,8.895235525033174e+16,43024.00212670074,5260.072573765791,578.5861424307664,-1050.681763433924,3059.457542321856,5252.941987951584,8890.985672704206,2.917315161955941e+17
18,1.4796575503994347,3.1210273057097136e+16,115014.02742508322,9417.435718729932,2408.663736069485,15998.220561679776,-380.49095689018964,7374.2788076073,9402.451586786596,3.0996473595781875e+17
19,1.7832321577841204,3.5825143009754276e+16,431748.2265526103,20970.952530291583,-469.3574385099985,-2042.8864139174902,4790.18049628199,24129.869982483528,28450.693040255515,3.281979557200434e+17
20,0.9375775986521737,-749995899933600.0,21289.97705112878,15208.031629904304,2211.0096332805474,9937.781096573392,116.61967245145502,8372.988156890517,10700.61746262252,3.46431175482268e+17
21,2.0377078080482764,1.6425347080174394e+17,-14826.314012596966,11793.97088196744,206.7407855411975,-1048.142185354951,2883.8444659710726,14646.522315735992,17737.107567248262,3.646643952444927e+17
22,3.367206111964795,6.6158809456387e+16,169725.08351547085,19026.951995044976,1368.2530893730423,2904.3546856863704,2317.0023151510145,-3092.629389356257,592.6260151677998,3.8289761500671725e+17
23,1.3946819594084097,7.146141472608139e+16,548995.8441629448,6945.483493972757,2221.0219209592365,147.42113837777288,2677.4348892418025,13854.87965255032,18753.33646275136,4.011308347689419e+17
24,1.8774131126119697,1.3018675024705824e+17,238862.94853286387,-5994.184341252452,1352.546926713805,14513.389933266382,1594.5145683513945,10395.945431550339,13343.006926615539,4.193640545311665e+17
25,0.6615767307082074,5.223599164801168e+16,333421.42154496146,22511.55381534836,3253.188662752918,12037.001034292474,686.4783446826359,11399.065100996137,15338.732108431692,4.3759727429339117e+17
26,2.1647428078485076,4.477290780747332e+16,748358.9648255208,12375.17337748539,1512.4190556626288,14599.792249391263,1992.2743171966385,15607.7623512227,19112.455724081967,4.558304940556158e+17
27,2.2660931089718783,1.0799035195543008e+16,408049.7213595249,1795.7470049674048,717.0158294569808,4500.577228339131,3026.2987039544378,12320.049888611662,16063.364422023082,4.7406371381784045e+17
28,3.0147114350166384,7.414824578098723e+16,-238077.2712564147,9856.78145718041,3345.7206615598134,13361.478783427887,2274.4106055035413,1434.8385342075926,7054.969801270947,4.922969335800651e+17
29,3.9139336141241463,-2.156838406812352e+16,82733.15554905235,512.4191892167528,2705.016414590361,5895.004782047668,3930.579811070459,4498.601485662992,11134.197711323814,5.1053015334228966e+17
30,1.328064489124616,8734631004021552.0,504228.2899230966,13445.207070133183,1223.62801652945,9874.291226834488,3911.2788521412667,6946.786209713675,12081.69307838439,5.287633731045143e+17
