Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,9.612261624479528,2.7522953705118616e+16,384702.4365897276,-2303.709905224645,-5531.89133016677,69.84385419338915,-494.0744622912588,-3280.540141543377,-9306.505934001405,0.010773936436554946
2,-8.137838251488107,-1.8866986162926908e+16,-46041.075156150095,172.0955634465648,-1312.2210724266756,147.69007105297487,-1553.6843120920255,889.3747494368629,-1976.5306350818382,2.624154766978626e+16
3,13.153625742590068,1.972149082469697e+16,240399.89329678318,335.7522679830491,681.2610709346329,25.35167197725214,2744.129609353936,-2954.326549080167,471.06413120840193,5.248309533957252e+16
4,-7.252334366751786,5853083816202898.0,-36675.282787159354,225.63763190294895,-994.829068302215,84.65019781200967,5342.093977874742,2399.0987572183362,6746.363666790863,7.872464300935878e+16
5,-15.223679308669078,-1.2410801040044428e+16,-127474.21784195676,649.5664246738404,2606.513252769471,25.09966160524261,-961.6894742340685,-2659.7583517950848,-1014.9345732596826,1.0496619067914504e+17
6,-21.87749366303172,-3.0863694146247584e+16,-305990.33516844717,173.43026385866347,-3252.2002510186176,-125.61217198379993,-249.01728417996486,96.58111124504927,-3404.6364239535333,1.312077383489313e+17
7,0.9674669869403982,1842695916074890.5,248497.32912408485,399.5267283680067,3313.8003333272845,-64.89027884846968,-5565.2286709510145,3319.1079673965774,1067.6796297728474,1.5744928601871757e+17
8,-25.343183025473802,2660177391929758.0,-418598.77129724674,1868.063987826517,1491.0348688485533,81.05909441671116,2605.7742374577374,-520.0602132519191,3576.748893054372,1.836908336885038e+17
9,9.193659024631492,-6.439153682576131e+16,223359.29652576175,284.32238700731057,2493.6068582175876,-157.51666812356333,-770.7968827725897,1216.921696898312,2939.7316723433096,2.0993238135829008e+17
10,-9.287108547280305,3.865048804442714e+16,88572.30148800195,1868.914141517674,-1936.0449643840639,125.08632138657987,5063.675956854408,91.98747238905128,3219.6184648593953,2.3617392902807635e+17
11,21.39665709116807,-2.494363521462515e+16,-57213.15604311197,551.1753719076132,-268.0501407017082,-27.45920623331054,1314.207446528179,-1802.024408889608,-755.8671030631372,2.624154766978626e+17
12,-14.900411197359537,5867347328982882.0,376313.04794215306,3496.23344231579,-3692.2441463464684,256.7275080013271,-4971.284176866917,812.37804294448,-7851.150280268906,2.8865702436764883e+17
13,15.669531118579936,5.398246795716667e+16,-320368.20171640394,1224.3452482690059,2594.396517881761,6.262409172934113,-4077.333619213113,-409.93886567833476,-1892.8759670096865,3.1489857203743514e+17
14,5.387803024450369,-1105094655390150.0,104452.10834113731,2965.634843062744,-3023.2875951247056,279.4437109020747,605.4445309673685,-1187.0606368782753,-3604.9037010356124,3.411401197072214e+17
15,17.57847638467394,-1.4261905458390804e+16,169373.23342923203,-486.3111458310684,-4760.553160414675,155.77597099305515,-110.99261486709054,3679.737098531363,-1191.8086767504033,3.673816673770076e+17
16,-23.538169480194114,-2.663561437388363e+16,203062.03210237727,759.6719055076261,190.0831549609792,-66.58844093961598,-1084.384457883889,529.1028154224338,-365.19848750047595,3.936232150467939e+17
17,-7.243691763234067,-3581752919951454.0,126895.45080496998,3885.626775171629,4865.541905723942,32.58910677793622,2096.384946491969,-567.0104228818745,6394.916429334036,4.1986476271658016e+17
18,-4.684777142881925,3.9316303639728536e+16,460660.3290419871,-1223.2029253332407,3268.2279301518124,28.5460436239603,758.3024881970055,84.0972278855005,4110.6276462343185,4.461063103863664e+17
19,-25.79364008544907,5.761960014868282e+16,63548.51861623855,1027.422985270654,-2693.196912962666,325.9384786016119,-1129.0892381034319,1770.7628798898122,-2051.5232711762856,4.723478580561527e+17
20,35.49716384498377,2.7707708172919884e+16,131431.10203490077,1438.3171978431783,1484.6736804460415,510.7908562941998,524.7946302783861,6220.998228165355,8230.466538889781,4.9858940572593894e+17
21,24.32943823822813,2.1893859057577184e+16,116919.95444813014,1653.6199307161198,5607.073216169618,245.5948196047665,5057.676847814119,1905.1892731036512,12569.939337087388,5.248309533957252e+17
22,13.636276173806145,3.4047681961988e+16,123570.48410883493,-190.83865037868168,1495.2299177895827,-2.8059660106118827,-1249.6681512343187,5752.543458185622,5998.105224740886,5.510725010655115e+17
23,16.301188346822435,5.8081973509300264e+16,372326.1790056498,-1416.99439261318,-94.18887001658277,-18.922241160328923,-1819.4094799896943,4645.187511174522,2731.589161168245,5.773140487352977e+17
24,-12.8355222053535,1.6830165386064328e+16,312162.4949549129,2349.4553657089245,1850.4754615115382,-40.44648819621631,-2961.19199984109,2282.636511402511,1171.9199730729595,6.03555596405084e+17
25,0.5365043631033153,1.1451608859389098e+16,-158339.3569329928,-719.4742232174726,-747.3642558875754,449.01915947236375,-2115.3332411446995,2057.5195193685904,-805.1779776636845,6.297971440748703e+17
26,18.15020422021405,5.874279955509035e+16,55170.77323422345,97.2892909109446,1359.5139651824468,252.71379964098705,1203.325077557629,-3335.8798363536043,-773.0407936135286,6.560386917446565e+17
27,12.933839197496448,1186996104652776.0,-146244.8081464015,212.69250874658042,1395.833524806812,-11.099678037821064,2056.9312299128082,4340.214008594658,7792.978763314279,6.822802394144428e+17
28,-0.569369377795752,7.7965675556217e+16,325775.03652821155,2854.7917557409596,-1198.2161735535828,178.09074202574578,3505.0046754652985,922.0329229146014,3228.8214248263175,7.08521787084229e+17
29,14.949608220571546,6.131811367778332e+16,129107.44780777248,-195.3643751731306,-1592.7493538671129,-22.67089636256958,1923.5455401792751,3022.5026350309854,3353.2988213431477,7.347633347540152e+17
