Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
1,18.700614821239288,-1.946213634374095e+16,172168.14203246494,5417.79470543647,4572.762794815136,-4406.415847112441,2721.377703004179,1927.7550807291914,9221.895578548505,-0.07311122025493866
2,-9.67078673789661,-4580924689110546.0,-88329.22285422936,-3743.726434209603,-1567.5694303675741,-6826.709317475688,651.189366980436,768.0939810979582,-148.28608228917983,5.72351829448372e+16
3,-13.734146534821564,-1.762122079730818e+16,28877.24672145764,8687.619900416637,-313.4114643529239,-2949.4914246831577,3404.2829955023253,-2683.806718522912,407.06481262648947,1.144703658896744e+17
4,3.648227347647368,3.223118776209752e+16,158994.8691789289,22878.027205580376,9466.111324329753,-4352.853772029923,3119.6098950631285,-1993.0243171932325,10592.696902199648,1.717055488345116e+17
5,1.943654474381768,4.9209693238364984e+16,157052.8344592086,4646.776078290344,-374.70329098264847,2542.5150939361833,-1253.6185441804266,9541.193943884196,7912.872108721122,2.289407317793488e+17
6,2.2431163081977856,2.382924167389887e+16,43755.66658527287,-2837.9907526021084,10236.344214829962,7953.334755366234,-644.6507964153226,-4133.489061222999,5458.20435719164,2.86175914724186e+17
7,-21.832589044580118,5.218492045088425e+16,-8928.097962681117,-4121.5932655746365,-2189.609614493761,8683.82757564781,-797.8366478852342,-151.61729062335758,-3139.063553002353,3.434110976690232e+17
8,-14.68983071071719,2.015219741867159e+16,32861.76866782573,10114.49258661245,1413.3797838809392,3958.195002756393,2292.4299878783427,3750.3134467365862,7456.123218495868,4.006462806138604e+17
9,18.651807223325893,-4.589132113697122e+16,76979.84799398757,2342.1833809664317,8677.78404002983,-137.96847268439546,583.8976042029681,15927.61256063516,25189.294204867958,4.578814635586976e+17
10,5.098663088872026,1.985607086728048e+16,33411.211922976625,12843.753963333253,9526.92286842367,3132.503923035605,3898.4184670258774,-6876.053470605715,6549.287864843832,5.151166465035348e+17
11,10.840095267655354,-4.03217998116791e+16,-1856.8838267622268,12447.809116150738,-4598.858840013324,1850.0833424774244,-1618.4940178998397,2966.7943303501,-3250.5585275630638,5.72351829448372e+17
12,19.587095497476312,3.6045772441537736e+16,91257.94759396277,-9659.762961716531,4411.408909750433,2881.878889961054,269.14859263517974,-1242.213141774358,3438.3443606112546,6.295870123932092e+17
13,-1.062016511412363,4257520385956482.0,-175719.56280588024,-22607.15293082961,7983.092013960693,-542.6665629708286,728.0666493589599,11312.410947913566,20023.56961123322,6.868221953380465e+17
14,1.3869684347545714,2.85718223027215e+16,94493.58607149681,1559.2985617892482,1857.5719964280865,4183.89230995644,543.8465253413035,912.3512528583624,3313.7697746277527,7.440573782828836e+17
15,-18.261448880520515,-1.588533916865486e+16,180531.8206184752,5593.291258841342,-2546.9250138866846,1269.9657579057184,-1223.0299675074139,2841.8576312239593,-928.0973501701392,8.012925612277208e+17
16,-8.833916505876411,5.270131865606592e+16,131005.76343623371,-1924.2510133011865,8019.221377323056,3837.474342562398,5225.7741566506875,8495.350851306413,21740.346385280158,8.58527744172558e+17
17,13.9337838145603,-1.1303371840972132e+16,-45413.406165855355,6033.56817207084,21639.92296774363,11488.993787056324,827.6618828028531,4589.408686278141,27056.993536824626,9.157629271173952e+17
18,15.600521045827197,5.285063339914499e+16,-78781.05174465076,31718.560749107954,8920.547697561113,14627.405301074243,2487.5186860544923,9069.868267493246,20477.93465110885,9.729981100622324e+17
19,33.65311575589548,3.126230896536693e+16,71104.48996349321,27291.229048186062,6656.232693342611,3360.2514108818214,5443.484968578829,4875.700212813696,16975.417874735136,1.0302332930070696e+18
20,29.934796511965192,3.5204966954188616e+16,157850.12172860943,11260.69276842054,10491.699028560744,6816.352411636358,1115.2738719158842,3824.2167327452057,15431.189633221835,1.0874684759519068e+18
21,19.725798441519622,1.862226513836947e+16,35854.498743053904,2497.964641509295,8010.283452638325,-2552.920583294869,4082.0052057983044,2097.9372774737467,14190.225935910375,1.144703658896744e+18
22,23.187212015873293,-2.9189423387222924e+16,-31764.8875499595,1364.5030529903233,16771.34795534792,16085.731796549373,952.9992609784827,-504.4558264084262,17219.891389917975,1.2019388418415813e+18
23,6.2396252869806546,-4392585701855808.0,93907.85874771106,4999.310598251171,4096.129829135654,-2206.472082688996,4347.969240157279,7985.361261786252,16429.460331079186,1.2591740247864184e+18
24,54.71466153257457,4.278598149912295e+16,-127887.96878897861,1075.5775291290065,2359.32750922632,8243.840963227321,-1185.4147264508392,-1278.8917808020196,-104.97899802653865,1.3164092077312556e+18
25,22.449531411568756,1.0966252349103966e+17,172275.42195564986,21225.501925527802,13483.570876426202,8946.813166320873,-1711.2752371198803,2356.9806372120074,14129.276276518329,1.373644390676093e+18
26,12.551345657055597,3.4683657108334456e+16,189963.20902471457,17410.16704401047,-1958.2420115587802,4359.594150147921,2996.6672254604355,3992.487902690441,5030.913116592096,1.43087957362093e+18
27,14.775576678429191,2.2018042501103884e+16,158759.62653922327,14856.34373662337,-3408.055636216065,4652.153036119273,6975.728014657618,12555.261510627617,16122.933889069172,1.4881147565657672e+18
28,3.9094666170693273,2.668812424576804e+16,142423.9201105708,1388.1423504075829,3097.3014053837933,8287.78206855176,237.5566059813118,1360.1154783603752,4694.97348972548,1.5453499395106043e+18
29,24.321268428338513,1.2391902651025472e+16,250512.5051479005,13864.245775339306,2688.359591558775,9476.573404286893,857.091661133401,4948.25111271229,8493.702365404464,1.6025851224554417e+18
30,0.49723022153640883,3.856384354660947e+16,170271.8855049826,8364.257147801545,4322.083215165264,9525.672097527218,2078.503624467891,3839.8234793137444,10240.410318946899,1.6598203054002788e+18
31,22.43431647164313,1249837230599304.0,18164.747236387833,27165.868325935393,15115.229643120727,4790.232803842293,1043.887154537024,2985.6773598284517,19144.7941574862,1.717055488345116e+18
32,27.349336435232345,-3.3707254684120216e+16,11942.237117852346,21155.90403422155,3410.53945378947,6743.10902613522,4170.583946342207,910.7003611743394,8491.823761306016,1.7742906712899533e+18
33,-16.388935691067385,3.137200508355025e+16,117154.8751803794,24294.390889339214,566.3694499147314,5094.6031371242225,5442.354684259145,11095.682735645702,17104.406869819577,1.8315258542347904e+18
34,9.30561224228451,7958019940133264.0,-10551.883221137134,22010.87723807813,9247.933585739636,7114.513230773675,572.8039343027308,9918.068792665856,19738.80631270822,1.8887610371796275e+18
35,24.060688523264027,3.118901957360168e+16,95226.96400973642,6833.005161413226,17274.305380506303,13729.745048242836,3939.9725191435145,1064.5576939668636,22278.83559361668,1.945996220124465e+18
